issuer_name,source_file,source_effective_date,plan_year_demo,plan_group,therapeutic_category,therapeutic_subcategory,drug_name_display,tier,requirements_limits,prior_auth,step_therapy,quantity_limit,age_limit,specialty_flag,non_formulary,medical_benefit,notes
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,clonidine hcl TABS,1A,QL(8 EA daily),False,False,QL(8 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,clonidine PTWK,1B,QL(0.15 EA daily),False,False,QL(0.15 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,doxazosin mesylate,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,guanfacine hcl,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methyldopa TABS,1B,QL(6 EA daily),False,False,QL(6 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,prazosin hcl CAPS,1B,QL(4 EA daily),False,False,QL(4 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,terazosin hcl,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,amlodipine besylate- benazepril hcl,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,amlodipine besylate- olmesartan medoxomil,1B,ST,False,True,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,amlodipine besylate- valsartan,1B,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,amlodipine-valsartan- hydrochlorothiazide,3,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,atenolol & chlorthalidone,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"benazepril & hydrochlorothiazide 12.5 MG-20 MG, 6.25 MG-5 MG",1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"benazepril & hydrochlorothiazide 12.5 MG-10 MG, 25 MG-20 MG",1B,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,bisoprolol & hydrochlorothiazide,1B,QL(2 EA daily),False,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,candesartan cilexetil- hydrochlorothiazide,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,enalapril maleate & hydrochlorothiazide 12.5 MG-5 MG,1B,QL(2 EA daily),False,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,enalapril maleate & hydrochlorothiazide 25 MG-10 MG,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,fosinopril sodium & hydrochlorothiazide,1B,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,irbesartan- hydrochlorothiazide,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,lisinopril & hydrochlorothiazide,1A,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,losartan potassium & hydrochlorothiazide 12.5 MG-50 MG,1A,QL(2 EA daily),False,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"losartan potassium & hydrochlorothiazide 12.5 MG-100 MG, 25 MG-100 MG",1A,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,metoprolol & hydrochlorothiazide TABS 25 MG-50 MG,1B,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"metoprolol & hydrochlorothiazide TABS 25 MG-100 MG, 50 MG- 100 MG",1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,olmesartan medoxomil- amlodipine- hydrochlorothiazide,1B,ST,False,True,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,olmesartan medoxomil- hydrochlorothiazide,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,quinapril- hydrochlorothiazide 12.5 MG-20 MG,1B,QL(4 EA daily),False,False,QL(4 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,quinapril- hydrochlorothiazide 25 MG-20 MG,1B,QL(2 EA daily),False,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,quinapril- hydrochlorothiazide 12.5 MG-10 MG,1B,QL(3 EA daily),False,False,QL(3 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,telmisartan-amlodipine,1B,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,telmisartan- hydrochlorothiazide,1B,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"trandolapril-verapamil hcl 240 MG-2 MG, 240 MG-4 MG",3,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"trandolapril-verapamil hcl 180 MG-2 MG, 240 MG-1 MG",3,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,valsartan- hydrochlorothiazide,1B,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,VECAMYL,3,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,aliskiren fumarate,1B,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,eplerenone,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,hydralazine hcl SOLN,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,hydralazine hcl TABS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"minoxidil 2.5 MG, 10 MG",1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"metronidazole TABS 250 MG, 500 MG",1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,pentamidine isethionate IN,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,tinidazole,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,trimethoprim TABS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,XIFAXAN 550 MG,3,QL(3 EA daily); AL(At least 12 yrs old); PA,True,False,QL(3 EA daily),AL(At least 12 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,XIFAXAN 200 MG,3,QL(3 EA daily; 9 EA per 3 day(s) retail; 9 EA per 3 days mail); AL(At least 12 yrs old); PA,True,False,QL(3 EA daily; 9 EA per 3 day(s),AL(At least 12 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,sulfamethoxazole- trimethoprim SOLN,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,sulfamethoxazole- trimethoprim SUSP,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,sulfamethoxazole- trimethoprim TABS,1A,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ALINIA SUSR,2,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,atovaquone,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,nitazoxanide TABS,1B,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ertapenem sodium IJ,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,chloramphenicol sodium succinate,4,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,daptomycin 500 MG,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,vancomycin hcl CAPS,1B,QL(4 EA daily; 40 EA per fill retail),False,False,QL(4 EA daily; 40 EA per fill retail),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"vancomycin hcl SOLR PO 50 MG/ML, 250 MG/5ML",1B,QL(300 ML per fill retail),False,False,QL(300 ML per fill retail),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,dapsone,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,clindamycin hcl,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,clindamycin palmitate hydrochloride,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"clindamycin phosphate SOLN IJ 9 GM/60ML, 300 MG/2ML, 600 MG/4ML, 900 MG/6ML",1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,lincomycin hcl,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,aztreonam 1 GM,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,linezolid SUSR,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,linezolid TABS,1B,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,fosfomycin tromethamine,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methenamine hippurate,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,nitrofurantoin,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"nitrofurantoin macrocrystal 50 MG, 100 MG",1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,nitrofurantoin monohyd macro,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,atovaquone-proguanil hcl,1B,Covered for malaria treatment only. Limit 1 fill every 180 days; QL(12 EA per fill retail; 12 per fill mail); 1 max fill(s) per 180 day(s) retail; 1 max fill(s) per 180 day(s) mail,False,False,QL(12 EA per fill retail; 12 per fill mail),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,COARTEM,2,Covered for malaria treatment only. Limit 1 fill every 180 days; QL(24 EA per fill retail; 24 per fill mail); 1 max fill(s) per 180 day(s) retail; 1 max fill(s) per 180 day(s) mail,False,False,QL(24 EA per fill retail; 24 per fill mail),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,chloroquine phosphate TABS 500 MG,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,chloroquine phosphate TABS 250 MG,1B,QL(3 EA daily),False,False,QL(3 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,hydroxychloroquine sulfate 200 MG,1B,QL(3 EA daily),False,False,QL(3 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,hydroxychloroquine sulfate 400 MG,1B,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,hydroxychloroquine sulfate 100 MG,1B,QL(4 EA daily),False,False,QL(4 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,KRINTAFEL,3,QL(2 EA per 30 day(s) retail),False,False,QL(2 EA per 30 day(s),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,mefloquine hcl,1B,Covered for malaria treatment only. Limit 1 fill every 180 days; QL(5 EA daily); 1 max fill(s) per 180 day(s) retail; 1 max fill(s) per 180 day(s) mail,False,False,QL(5 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,primaquine phosphate TABS,3,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,pyrimethamine,1B,QL(3 EA daily); PA,True,False,QL(3 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,quinine sulfate CAPS 324 MG,1B,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,neostigmine methylsulfate SOSY,3,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,pyridostigmine bromide SOLN PO,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,pyridostigmine bromide TABS 60 MG,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,pyridostigmine bromide TBCR,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,ANTIMYCOBACTERIAL AG Tuberculosis (Bacterial Infec ENTS tions) - Drugs to Treat,Antimycobacterial Agents,cycloserine,1B,QL(4 EA daily),False,False,QL(4 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,ANTIMYCOBACTERIAL AG Tuberculosis (Bacterial Infec ENTS tions) - Drugs to Treat,Antimycobacterial Agents,ethambutol hcl TABS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,ANTIMYCOBACTERIAL AG Tuberculosis (Bacterial Infec ENTS tions) - Drugs to Treat,Antimycobacterial Agents,isoniazid SOLN,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,ANTIMYCOBACTERIAL AG Tuberculosis (Bacterial Infec ENTS tions) - Drugs to Treat,Antimycobacterial Agents,isoniazid SYRP,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,ANTIMYCOBACTERIAL AG Tuberculosis (Bacterial Infec ENTS tions) - Drugs to Treat,Antimycobacterial Agents,isoniazid TABS,1A,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,ANTIMYCOBACTERIAL AG Tuberculosis (Bacterial Infec ENTS tions) - Drugs to Treat,Antimycobacterial Agents,PRIFTIN,3,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,ANTIMYCOBACTERIAL AG Tuberculosis (Bacterial Infec ENTS tions) - Drugs to Treat,Antimycobacterial Agents,pyrazinamide,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,ANTIMYCOBACTERIAL AG Tuberculosis (Bacterial Infec ENTS tions) - Drugs to Treat,Antimycobacterial Agents,rifabutin,1B,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,ANTIMYCOBACTERIAL AG Tuberculosis (Bacterial Infec ENTS tions) - Drugs to Treat,Antimycobacterial Agents,rifampin CAPS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,ANTIMYCOBACTERIAL AG Tuberculosis (Bacterial Infec ENTS tions) - Drugs to Treat,Antimycobacterial Agents,rifampin SOLR,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,ANTIMYCOBACTERIAL AG Tuberculosis (Bacterial Infec ENTS tions) - Drugs to Treat,Antimycobacterial Agents,SIRTURO,3,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,BELRAPZO SOLN,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,BENDAMUSTINE HCL SOLN,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,bendamustine hcl SOLR,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,BENDEKA SOLN,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,busulfan SOLN,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,BUSULFEX SOLN (busulfan),6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,"carboplatin SOLN 150 MG/15ML, 450 MG/45ML, 600 MG/60ML",6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,carboplatin SOLN 50 MG/5ML,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,carmustine,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,"cisplatin SOLN 50 MG/50ML, 200 MG/200ML",6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,cisplatin SOLN 100 MG/100ML,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,CISPLATIN SOLR,6,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,cyclophosphamide CAPS,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,"cyclophosphamide SOLN 1 GM/5ML, 500 MG/2.5ML",6,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,"CYCLOPHOSPHAMIDE SOLN 1 GM/5ML, 500 MG/2.5ML",6,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,cyclophosphamide SOLR IJ,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,EVOMELA IV,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,GLEOSTINE (lomustine),6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,IFEX SOLR (ifosfamide),6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,IFEX SOLR,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,ifosfamide SOLN 3 GM/60ML,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTINEOPLASTICS AND THERAPIES - Drugs to Tr ADJUN eat Can CTIVE cer,Alkylating Agents,ifosfamide SOLN 1 GM/20ML,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ifosfamide SOLR,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,IFOSFAMIDE SOLR,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,KEMOPLAT SOLN,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,LEUKERAN,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,lomustine,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,melphalan,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,melphalan hcl IV,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,MYLERAN TABS,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"oxaliplatin SOLN 50 MG/10ML, 100 MG/20ML",6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,oxaliplatin SOLR,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,TEMODAR SOLR,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,temozolomide CAPS,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,TEPADINA 100 MG (thiotepa),6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,TEPADINA 15 MG (thiotepa),6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,thiotepa 100 MG,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,thiotepa 15 MG,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,TREANDA SOLR (bendamustine hcl),6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,VIVIMUSTA SOLN,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,YONDELIS,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ZANOSAR,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ZEPZELCA,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ALIMTA SOLR 500 MG (pemetrexed disodium),6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ALIMTA SOLR 100 MG (pemetrexed disodium),6,PA,True,False,,,False,False,False,
