plan_id,plan_name,plan_family,plan_year,market,metal_level,state,county,issuer_name,formulary_group,applies_to,rule_type,rule_code,rule_name,rule_text,source_file,source_page,source_doc_url
UHC-AZ-VALUE-BRONZE-2026,UnitedHealthcare Value Bronze,Value,2026,ACA Marketplace,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,QL,Quantity limit,The largest quantity of medication covered per copayment or in a defined period of time.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-VALUE-BRONZE-2026,UnitedHealthcare Value Bronze,Value,2026,ACA Marketplace,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,ST,Step therapy,Requires you to try one or more medications before the medication you are requesting may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-VALUE-BRONZE-2026,UnitedHealthcare Value Bronze,Value,2026,ACA Marketplace,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,SP,Specialty medication,Specialty medications treat complex or rare conditions and may require special storage and handling; plan limits specialty medications to a 1-month supply.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-VALUE-BRONZE-2026,UnitedHealthcare Value Bronze,Value,2026,ACA Marketplace,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,MME,Morphine milligram equivalent,"Additional quantity limits may apply across all opioid drugs used for pain treatment; if prescribed more, member or provider can ask the plan to cover the additional quantity.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-VALUE-BRONZE-2026,UnitedHealthcare Value Bronze,Value,2026,ACA Marketplace,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,7D,7-day initial opioid limit,"If you have not filled an opioid prescription recently, you may be limited to a 7-day supply.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-VALUE-BRONZE-2026,UnitedHealthcare Value Bronze,Value,2026,ACA Marketplace,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,PRIOR_AUTH_REQUESTS,process_rule,PA_REQUEST_CONTENT,Prior authorization request content,"The request should include diagnosis, medication history, clinical justification, medical records/lab tests as needed, and other supporting information.",IFP2895550-AZ_UHC_IFP_PY26.pdf,7.0,
UHC-AZ-VALUE-SILVER-2026,UnitedHealthcare Value Silver,Value,2026,ACA Marketplace,Silver,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,PA,Prior authorization,Requires your health care provider to provide information about why you are taking a medication before your plan can decide how it may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-VALUE-SILVER-2026,UnitedHealthcare Value Silver,Value,2026,ACA Marketplace,Silver,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,QL,Quantity limit,The largest quantity of medication covered per copayment or in a defined period of time.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-VALUE-SILVER-2026,UnitedHealthcare Value Silver,Value,2026,ACA Marketplace,Silver,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,ST,Step therapy,Requires you to try one or more medications before the medication you are requesting may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-VALUE-SILVER-2026,UnitedHealthcare Value Silver,Value,2026,ACA Marketplace,Silver,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,SP,Specialty medication,Specialty medications treat complex or rare conditions and may require special storage and handling; plan limits specialty medications to a 1-month supply.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-VALUE-SILVER-2026,UnitedHealthcare Value Silver,Value,2026,ACA Marketplace,Silver,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,MME,Morphine milligram equivalent,"Additional quantity limits may apply across all opioid drugs used for pain treatment; if prescribed more, member or provider can ask the plan to cover the additional quantity.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-VALUE-SILVER-2026,UnitedHealthcare Value Silver,Value,2026,ACA Marketplace,Silver,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,7D,7-day initial opioid limit,"If you have not filled an opioid prescription recently, you may be limited to a 7-day supply.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-VALUE-SILVER-2026,UnitedHealthcare Value Silver,Value,2026,ACA Marketplace,Silver,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,PRIOR_AUTH_REQUESTS,process_rule,PA_REQUEST_CONTENT,Prior authorization request content,"The request should include diagnosis, medication history, clinical justification, medical records/lab tests as needed, and other supporting information.",IFP2895550-AZ_UHC_IFP_PY26.pdf,7.0,
UHC-AZ-VALUE-GOLD-2026,UnitedHealthcare Value Gold,Value,2026,ACA Marketplace,Gold,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,PA,Prior authorization,Requires your health care provider to provide information about why you are taking a medication before your plan can decide how it may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-VALUE-GOLD-2026,UnitedHealthcare Value Gold,Value,2026,ACA Marketplace,Gold,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,QL,Quantity limit,The largest quantity of medication covered per copayment or in a defined period of time.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-VALUE-GOLD-2026,UnitedHealthcare Value Gold,Value,2026,ACA Marketplace,Gold,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,ST,Step therapy,Requires you to try one or more medications before the medication you are requesting may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-VALUE-GOLD-2026,UnitedHealthcare Value Gold,Value,2026,ACA Marketplace,Gold,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,SP,Specialty medication,Specialty medications treat complex or rare conditions and may require special storage and handling; plan limits specialty medications to a 1-month supply.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-VALUE-GOLD-2026,UnitedHealthcare Value Gold,Value,2026,ACA Marketplace,Gold,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,MME,Morphine milligram equivalent,"Additional quantity limits may apply across all opioid drugs used for pain treatment; if prescribed more, member or provider can ask the plan to cover the additional quantity.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-VALUE-GOLD-2026,UnitedHealthcare Value Gold,Value,2026,ACA Marketplace,Gold,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,7D,7-day initial opioid limit,"If you have not filled an opioid prescription recently, you may be limited to a 7-day supply.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-VALUE-GOLD-2026,UnitedHealthcare Value Gold,Value,2026,ACA Marketplace,Gold,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,PRIOR_AUTH_REQUESTS,process_rule,PA_REQUEST_CONTENT,Prior authorization request content,"The request should include diagnosis, medication history, clinical justification, medical records/lab tests as needed, and other supporting information.",IFP2895550-AZ_UHC_IFP_PY26.pdf,7.0,
UHC-AZ-ADVANTAGE-2026,UnitedHealthcare Advantage,Advantage,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,PA,Prior authorization,Requires your health care provider to provide information about why you are taking a medication before your plan can decide how it may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ADVANTAGE-2026,UnitedHealthcare Advantage,Advantage,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,QL,Quantity limit,The largest quantity of medication covered per copayment or in a defined period of time.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ADVANTAGE-2026,UnitedHealthcare Advantage,Advantage,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,ST,Step therapy,Requires you to try one or more medications before the medication you are requesting may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ADVANTAGE-2026,UnitedHealthcare Advantage,Advantage,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,SP,Specialty medication,Specialty medications treat complex or rare conditions and may require special storage and handling; plan limits specialty medications to a 1-month supply.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ADVANTAGE-2026,UnitedHealthcare Advantage,Advantage,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,MME,Morphine milligram equivalent,"Additional quantity limits may apply across all opioid drugs used for pain treatment; if prescribed more, member or provider can ask the plan to cover the additional quantity.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-ADVANTAGE-2026,UnitedHealthcare Advantage,Advantage,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,7D,7-day initial opioid limit,"If you have not filled an opioid prescription recently, you may be limited to a 7-day supply.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-ADVANTAGE-2026,UnitedHealthcare Advantage,Advantage,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,PRIOR_AUTH_REQUESTS,process_rule,PA_REQUEST_CONTENT,Prior authorization request content,"The request should include diagnosis, medication history, clinical justification, medical records/lab tests as needed, and other supporting information.",IFP2895550-AZ_UHC_IFP_PY26.pdf,7.0,
UHC-AZ-COPAY-FOCUS-2026,UnitedHealthcare Copay Focus,Copay Focus,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,PA,Prior authorization,Requires your health care provider to provide information about why you are taking a medication before your plan can decide how it may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-COPAY-FOCUS-2026,UnitedHealthcare Copay Focus,Copay Focus,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,QL,Quantity limit,The largest quantity of medication covered per copayment or in a defined period of time.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-COPAY-FOCUS-2026,UnitedHealthcare Copay Focus,Copay Focus,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,ST,Step therapy,Requires you to try one or more medications before the medication you are requesting may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-COPAY-FOCUS-2026,UnitedHealthcare Copay Focus,Copay Focus,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,SP,Specialty medication,Specialty medications treat complex or rare conditions and may require special storage and handling; plan limits specialty medications to a 1-month supply.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-COPAY-FOCUS-2026,UnitedHealthcare Copay Focus,Copay Focus,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,MME,Morphine milligram equivalent,"Additional quantity limits may apply across all opioid drugs used for pain treatment; if prescribed more, member or provider can ask the plan to cover the additional quantity.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-COPAY-FOCUS-2026,UnitedHealthcare Copay Focus,Copay Focus,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,7D,7-day initial opioid limit,"If you have not filled an opioid prescription recently, you may be limited to a 7-day supply.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-COPAY-FOCUS-2026,UnitedHealthcare Copay Focus,Copay Focus,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,PRIOR_AUTH_REQUESTS,process_rule,PA_REQUEST_CONTENT,Prior authorization request content,"The request should include diagnosis, medication history, clinical justification, medical records/lab tests as needed, and other supporting information.",IFP2895550-AZ_UHC_IFP_PY26.pdf,7.0,
UHC-AZ-STANDARD-2026,UnitedHealthcare Standard,Standard,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,PA,Prior authorization,Requires your health care provider to provide information about why you are taking a medication before your plan can decide how it may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-STANDARD-2026,UnitedHealthcare Standard,Standard,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,QL,Quantity limit,The largest quantity of medication covered per copayment or in a defined period of time.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-STANDARD-2026,UnitedHealthcare Standard,Standard,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,ST,Step therapy,Requires you to try one or more medications before the medication you are requesting may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-STANDARD-2026,UnitedHealthcare Standard,Standard,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,SP,Specialty medication,Specialty medications treat complex or rare conditions and may require special storage and handling; plan limits specialty medications to a 1-month supply.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-STANDARD-2026,UnitedHealthcare Standard,Standard,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,MME,Morphine milligram equivalent,"Additional quantity limits may apply across all opioid drugs used for pain treatment; if prescribed more, member or provider can ask the plan to cover the additional quantity.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-STANDARD-2026,UnitedHealthcare Standard,Standard,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,7D,7-day initial opioid limit,"If you have not filled an opioid prescription recently, you may be limited to a 7-day supply.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-STANDARD-2026,UnitedHealthcare Standard,Standard,2026,ACA Marketplace,Mixed/Unknown,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,PRIOR_AUTH_REQUESTS,process_rule,PA_REQUEST_CONTENT,Prior authorization request content,"The request should include diagnosis, medication history, clinical justification, medical records/lab tests as needed, and other supporting information.",IFP2895550-AZ_UHC_IFP_PY26.pdf,7.0,
